cantidad,cantidad_solicitada,cliente,costo,dia,dias_entrega,egreso,ingreso,inventario_disponible,penalizacion,politica_anterior,politica_nueva,producto,proveedor,razon,tipo
16,,Ferretería El Tornillo,1.6,252,,,6.4,,,,,PROD003,,,VENTA
91,,Construcciones Pérez,45.5,252,,,109.2,,,,,PROD001,,,VENTA
96,,Construcciones Pérez,9.6,252,,,38.400000000000006,,,,,PROD003,,,VENTA
,77,Construcciones Pérez,,252,,,,46,90.0,,,PROD004,,,DESABASTECIMIENTO
109,,Construcciones Pérez,5.45,252,,,16.349999999999998,,,,,PROD005,,,VENTA
11,,Taller Mecánico López,3.3,252,,,9.9,,,,,PROD002,,,VENTA
14,,Taller Mecánico López,9.856000000000002,252,,,28.0,,,,,PROD004,,,VENTA
90,,,45.0,252,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
120,,,12.0,252,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
96,,,67.58400000000002,252,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
,,,,252,,,,,,AGRESIVA,CONSERVADORA,,,Evaluación periódica de desempeño,CAMBIO_POLITICA
30,,,15.0,253,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
40,,,4.0,253,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
16,,,12.8,253,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
12,,Taller Mecánico López,3.5999999999999996,254,,,10.8,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.7440000000000015,254,,,22.0,,,,,PROD004,,,VENTA
30,,,15.0,254,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
40,,,4.0,254,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
27,,,21.6,254,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
90,,,,254,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
120,,,,254,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
96,,,,254,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
15,,Ferretería El Tornillo,7.5,255,,,18.0,,,,,PROD001,,,VENTA
17,,Ferretería El Tornillo,5.1,255,,,15.3,,,,,PROD002,,,VENTA
14,,Ferretería El Tornillo,1.4000000000000001,255,,,5.6000000000000005,,,,,PROD003,,,VENTA
33,,Almacén Central (Interno),16.5,255,,,39.6,,,,,PROD001,,,VENTA
34,,Almacén Central (Interno),10.2,255,,,30.6,,,,,PROD002,,,VENTA
33,,Almacén Central (Interno),1.6500000000000001,255,,,4.95,,,,,PROD005,,,VENTA
30,,,,255,,15.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
40,,,,255,,4.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
16,,,,255,,12.8,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
12,,Taller Mecánico López,3.5999999999999996,256,,,10.8,,,,,PROD002,,,VENTA
12,,Taller Mecánico López,8.448000000000002,256,,,24.0,,,,,PROD004,,,VENTA
30,,,,256,,15.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
40,,,,256,,4.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
27,,,,256,,21.6,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
18,,Ferretería El Tornillo,9.0,258,,,21.599999999999998,,,,,PROD001,,,VENTA
7,,Ferretería El Tornillo,2.1,258,,,6.3,,,,,PROD002,,,VENTA
19,,Ferretería El Tornillo,1.9000000000000001,258,,,7.6000000000000005,,,,,PROD003,,,VENTA
12,,Taller Mecánico López,3.5999999999999996,258,,,10.8,,,,,PROD002,,,VENTA
9,,Taller Mecánico López,6.336000000000002,258,,,18.0,,,,,PROD004,,,VENTA
,126,Construcciones Pérez,,259,,,,110,90.0,,,PROD001,,,DESABASTECIMIENTO
111,,Construcciones Pérez,11.1,259,,,44.400000000000006,,,,,PROD003,,,VENTA
128,,Construcciones Pérez,93.18400000000001,259,,,256.0,,,,,PROD004,,,VENTA
165,,Construcciones Pérez,8.25,259,,,24.75,,,,,PROD005,,,VENTA
32,,,25.6,259,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
,,,,259,,,,,,CONSERVADORA,AGRESIVA,,,Evaluación periódica de desempeño,CAMBIO_POLITICA
10,,Taller Mecánico López,3.0,260,,,9.0,,,,,PROD002,,,VENTA
10,,Taller Mecánico López,8.0,260,,,20.0,,,,,PROD004,,,VENTA
30,,Almacén Central (Interno),15.0,260,,,36.0,,,,,PROD001,,,VENTA
30,,Almacén Central (Interno),9.0,260,,,27.0,,,,,PROD002,,,VENTA
28,,Almacén Central (Interno),1.4000000000000001,260,,,4.2,,,,,PROD005,,,VENTA
,105,Ferreterías del Norte,,260,,,,96,80.0,,,PROD003,,,DESABASTECIMIENTO
109,,Ferreterías del Norte,5.45,260,,,16.349999999999998,,,,,PROD005,,,VENTA
120,,,12.0,260,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
96,,,67.58400000000002,260,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
17,,Ferretería El Tornillo,8.5,261,,,20.4,,,,,PROD001,,,VENTA
21,,Ferretería El Tornillo,6.3,261,,,18.900000000000002,,,,,PROD002,,,VENTA
15,,Ferretería El Tornillo,1.5,261,,,6.0,,,,,PROD003,,,VENTA
108,,,32.4,261,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
120,,,12.0,261,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
96,,,67.58400000000002,261,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
32,,,,261,,25.6,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
11,,Taller Mecánico López,3.3,262,,,9.9,,,,,PROD002,,,VENTA
13,,Taller Mecánico López,10.400000000000002,262,,,26.0,,,,,PROD004,,,VENTA
108,,,32.4,262,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
120,,,12.0,262,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
96,,,67.58400000000002,262,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
120,,,,262,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
96,,,,262,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
108,,,32.4,263,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
120,,,,263,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
96,,,,263,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
20,,Ferretería El Tornillo,10.0,264,,,24.0,,,,,PROD001,,,VENTA
10,,Ferretería El Tornillo,3.0,264,,,9.0,,,,,PROD002,,,VENTA
18,,Ferretería El Tornillo,1.8000000000000003,264,,,7.2,,,,,PROD003,,,VENTA
10,,Taller Mecánico López,3.0,264,,,9.0,,,,,PROD002,,,VENTA
12,,Taller Mecánico López,9.600000000000001,264,,,24.0,,,,,PROD004,,,VENTA
90,,,45.0,264,4,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
108,,,32.4,264,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
108,,,,264,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
120,,,,264,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
96,,,,264,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
29,,Almacén Central (Interno),14.5,265,,,34.8,,,,,PROD001,,,VENTA
29,,Almacén Central (Interno),8.7,265,,,26.1,,,,,PROD002,,,VENTA
22,,Almacén Central (Interno),1.1,265,,,3.3,,,,,PROD005,,,VENTA
90,,,45.0,265,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
108,,,,265,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
,41,Construcciones Pérez,,266,,,,14,90.0,,,PROD001,,,DESABASTECIMIENTO
135,,Construcciones Pérez,13.5,266,,,54.0,,,,,PROD003,,,VENTA
98,,Construcciones Pérez,69.76000000000002,266,,,196.0,,,,,PROD004,,,VENTA
131,,Construcciones Pérez,6.550000000000001,266,,,19.65,,,,,PROD005,,,VENTA
10,,Taller Mecánico López,3.0,266,,,9.0,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.7440000000000015,266,,,22.0,,,,,PROD004,,,VENTA
90,,,45.0,266,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
108,,,,266,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
,,,,266,,,,,,AGRESIVA,CONSERVADORA,,,Evaluación periódica de desempeño,CAMBIO_POLITICA
13,,Ferretería El Tornillo,6.5,267,,,15.6,,,,,PROD001,,,VENTA
21,,Ferretería El Tornillo,6.3,267,,,18.900000000000002,,,,,PROD002,,,VENTA
18,,Ferretería El Tornillo,1.8,267,,,7.2,,,,,PROD003,,,VENTA
30,,,15.0,267,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
108,,,,267,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
90,,,,267,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
10,,Taller Mecánico López,3.0,268,,,9.0,,,,,PROD002,,,VENTA
12,,Taller Mecánico López,8.448000000000002,268,,,24.0,,,,,PROD004,,,VENTA
90,,,,268,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
90,,,,268,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
30,,,,269,,15.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
13,,Ferretería El Tornillo,6.5,270,,,15.6,,,,,PROD001,,,VENTA
16,,Ferretería El Tornillo,4.8,270,,,14.4,,,,,PROD002,,,VENTA
19,,Ferretería El Tornillo,1.9000000000000001,270,,,7.6000000000000005,,,,,PROD003,,,VENTA
7,,Taller Mecánico López,2.1,270,,,6.3,,,,,PROD002,,,VENTA
10,,Taller Mecánico López,7.040000000000002,270,,,20.0,,,,,PROD004,,,VENTA
34,,Almacén Central (Interno),17.0,270,,,40.8,,,,,PROD001,,,VENTA
28,,Almacén Central (Interno),8.4,270,,,25.2,,,,,PROD002,,,VENTA
30,,Almacén Central (Interno),1.5,270,,,4.5,,,,,PROD005,,,VENTA
,304,Ferreterías del Norte,,270,,,,251,80.0,,,PROD003,,,DESABASTECIMIENTO
222,,Ferreterías del Norte,11.100000000000001,270,,,33.3,,,,,PROD005,,,VENTA
100,,,5.0,270,6,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
100,,,5.0,271,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
9,,Taller Mecánico López,2.6999999999999997,272,,,8.1,,,,,PROD002,,,VENTA
10,,Taller Mecánico López,7.040000000000002,272,,,20.0,,,,,PROD004,,,VENTA
100,,,5.0,272,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
16,,Ferretería El Tornillo,8.0,273,,,19.2,,,,,PROD001,,,VENTA
13,,Ferretería El Tornillo,3.9,273,,,11.700000000000001,,,,,PROD002,,,VENTA
10,,Ferretería El Tornillo,1.0,273,,,4.0,,,,,PROD003,,,VENTA
83,,Construcciones Pérez,41.5,273,,,99.6,,,,,PROD001,,,VENTA
108,,Construcciones Pérez,10.8,273,,,43.2,,,,,PROD003,,,VENTA
65,,Construcciones Pérez,45.76000000000001,273,,,130.0,,,,,PROD004,,,VENTA
,145,Construcciones Pérez,,273,,,,52,90.0,,,PROD005,,,DESABASTECIMIENTO
100,,,5.0,273,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
,,,,273,,,,,,CONSERVADORA,AGRESIVA,,,Evaluación periódica de desempeño,CAMBIO_POLITICA
5,,Taller Mecánico López,1.5,274,,,4.5,,,,,PROD002,,,VENTA
9,,Taller Mecánico López,6.336000000000002,274,,,18.0,,,,,PROD004,,,VENTA
300,,,15.0,274,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
27,,Almacén Central (Interno),13.5,275,,,32.4,,,,,PROD001,,,VENTA
26,,Almacén Central (Interno),7.8,275,,,23.400000000000002,,,,,PROD002,,,VENTA
27,,Almacén Central (Interno),1.35,275,,,4.05,,,,,PROD005,,,VENTA
300,,,15.0,275,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
100,,,,275,,5.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
9,,Ferretería El Tornillo,4.5,276,,,10.799999999999999,,,,,PROD001,,,VENTA
10,,Ferretería El Tornillo,3.0,276,,,9.0,,,,,PROD002,,,VENTA
5,,Ferretería El Tornillo,0.5,276,,,2.0,,,,,PROD003,,,VENTA
12,,Taller Mecánico López,3.5999999999999996,276,,,10.8,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.7440000000000015,276,,,22.0,,,,,PROD004,,,VENTA
300,,,15.0,276,5,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
100,,,,276,,5.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
100,,,,276,,5.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
100,,,,277,,5.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
